,age,balance,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,education_secondary,education_tertiary,education_unknown,default_yes,housing_yes,loan_yes,contact_telephone,contact_unknown,poutcome_other,poutcome_success,poutcome_unknown,actual,prob_0,prob_1,pred
14085,51,0,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.8680989218302007,0.1319010781697993,0
34956,22,310,2,355,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.9092404877627234,0.09075951223727663,0
23153,38,-363,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8409997564778594,0.1590002435221406,0
23200,37,487,15,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0.9882223024375557,0.011777697562444239,0
9053,58,219,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.8685705081915761,0.13142949180842387,0
25633,47,85,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8884609777382896,0.1115390222617104,0
5868,41,-556,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0.9396646208291758,0.0603353791708242,0
24320,54,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0.9242980609518869,0.07570193904811312,0
35398,30,-388,1,293,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.765191791696566,0.2348082083034339,0
675,38,389,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9733748183888993,0.02662518161110073,0
36050,45,-104,12,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9890879657951028,0.010912034204897145,0
17727,49,124,19,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.9816440163859417,0.01835598361405827,0
22865,57,109,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9289315885585201,0.07106841144147986,0
13003,31,256,24,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9875606124022228,0.012439387597777171,0
38484,33,287,2,274,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0.9237889181385107,0.07621108186148927,0
34247,44,4236,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9999025677676068,9.743223239322174e-05,0
9920,42,1206,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0.9815964145684247,0.018403585431575272,0
12485,26,-70,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0.9588801029738364,0.04111989702616359,0
10634,39,237,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9460370989342892,0.053962901065710805,0
41600,71,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8607259895472374,0.1392740104527625,0
35718,31,8,2,170,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9518322118954129,0.04816778810458707,0
39149,22,1157,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0.9807650684832161,0.01923493151678386,0
25520,46,3941,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9997340890774359,0.0002659109225641593,0
33217,45,-114,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9672556129619041,0.032744387038095873,0
1366,51,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9657999432278386,0.03420005677216139,0
11378,57,630,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.9143532759033488,0.08564672409665121,0
20025,41,800,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8975342323574361,0.10246576764256392,0
32677,32,9,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9437218863073025,0.05627811369269752,0
26739,49,-98,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0.9714629861727561,0.028537013827243947,0
21351,37,129,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8438396175875862,0.15616038241241376,0
36122,36,-461,2,353,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7994746714610781,0.20052532853892194,0
1940,46,881,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9894975980882301,0.010502401911769878,0
8321,48,235,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.980810005539314,0.019189994460686068,0
3715,53,76,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.9859263869877615,0.014073613012238488,0
6452,27,132,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9549374059052622,0.04506259409473781,0
36335,36,-523,1,333,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.7226033795094549,0.27739662049054514,0
3663,39,186,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9729918043562725,0.027008195643727424,0
30095,58,0,2,229,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.9504780110009896,0.049521988999010357,0
7181,29,209,6,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.9471198911003094,0.0528801088996906,0
12782,36,-274,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8512489865077253,0.14875101349227474,0
41061,64,846,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8865095858149652,0.11349041418503478,0
5701,39,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.9859288111647961,0.014071188835203818,0
25548,31,1881,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.9745640340062033,0.02543596599379671,0
2302,30,317,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9791095191716199,0.02089048082838008,0
31314,59,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8611655127114781,0.13883448728852188,0
37981,47,275,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9643011507599829,0.035698849240017094,0
13919,31,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9613865282652825,0.038613471734717526,0
42974,55,3450,1,183,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.9932572874983975,0.006742712501602513,0
23288,55,570,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9534851889932622,0.046514811006737815,0
25550,35,-126,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0.9141875587341715,0.08581244126582858,0
1316,44,36,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9769448121945016,0.023055187805498468,0
33706,74,9480,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0.9999999091729823,9.082701767932284e-08,0
17061,59,0,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.9260896063517714,0.07391039364822864,0
36291,38,-120,1,367,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8999747436500138,0.10002525634998619,0
38307,29,710,1,345,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.9008461953656608,0.09915380463433925,0
20898,33,3,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9408817038754675,0.05911829612453245,0
43823,59,4007,3,63,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996871937025822,0.0031280629741780044,0
22,32,23,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.9751290555529967,0.02487094444700338,0
33762,30,40,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8324545140837942,0.16754548591620574,0
15294,43,624,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.9695529366367416,0.030447063363258375,0
2385,42,135,6,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9713222055941705,0.0286777944058295,0
43629,41,1646,1,90,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0.578424320507075,0.42157567949292496,0
37016,40,406,1,371,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0.9243714822081452,0.0756285177918548,0
43359,57,780,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9570703400602044,0.04292965993979556,0
23344,32,4393,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9997380811081771,0.000261918891822975,0
14910,29,249,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9293509895273032,0.07064901047269678,0
42246,48,1230,1,196,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0.4736377377386064,0.5263622622613936,1
12499,51,-28,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0.961528147651493,0.03847185234850705,0
12870,59,623,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.9539420548499778,0.0460579451500222,0
5959,31,1145,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0.9910336522327081,0.00896634776729183,0
17978,39,1014,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9617329223538118,0.038267077646188224,0
24793,34,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9269226676328016,0.07307733236719838,0
3862,29,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0.9491654322754933,0.05083456772450669,0
36216,29,452,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.8902072240289256,0.10979277597107445,0
6215,58,-71,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.964417170882251,0.03558282911774902,0
12846,52,-1014,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.8067564270583398,0.1932435729416601,0
8713,41,-1136,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0.9257543230075644,0.0742456769924355,0
33755,40,395,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0.9527006792035406,0.04729932079645942,0
5567,38,1839,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9946911973180957,0.005308802681904239,0
1276,36,298,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0.9779499542587708,0.022050045741229127,0
26962,39,2263,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0.9989482845829004,0.0010517154170995914,0
39345,36,1548,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.9944733842709158,0.005526615729084166,0
35161,30,-559,1,167,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.9231027159815237,0.07689728401847629,0
5943,38,6,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9829334167547498,0.01706658324525028,0
13986,26,45,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.8731038684623669,0.12689613153763316,0
35513,51,1854,3,338,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.9796447925847158,0.020355207415284134,0
36995,50,3016,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0.9996255366807554,0.00037446331924464885,0
27912,58,0,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8230119008014702,0.1769880991985298,0
14735,36,898,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9522181135554897,0.04778188644451035,0
6889,34,1103,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.984506154919012,0.015493845080987908,0
4476,32,328,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9751567559419497,0.02484324405805025,0
10929,58,671,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9883757734912965,0.01162422650870352,0
25200,36,461,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.860149122694796,0.13985087730520396,0
17201,31,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.8990815218225501,0.10091847817744987,0
25744,50,3149,1,190,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.9963097395919513,0.0036902604080486724,0
42431,45,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0.9353340162880899,0.06466598371191018,0
18277,41,3023,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.9975065267717649,0.0024934732282351443,0
25172,38,3139,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9990617788283797,0.0009382211716203776,0
26498,33,4465,1,183,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9996842793908964,0.00031572060910355434,0
3439,41,714,5,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.9952376885926225,0.004762311407377483,0
10021,46,10333,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9999999989361948,1.0638051800021328e-09,0
7891,42,1958,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9984725162268209,0.001527483773179161,0
15187,48,0,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8394679775240946,0.1605320224759054,0
16579,53,1102,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9427776193622314,0.05722238063776861,0
19385,52,10,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.9193192679061236,0.0806807320938764,0
21060,58,361,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8964151928229699,0.10358480717703009,0
9131,45,1227,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.9892793153125714,0.01072068468742858,0
37737,30,15,1,370,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.9731027100267599,0.026897289973240104,0
21853,34,0,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.8987662352953216,0.10123376470467833,0
16697,36,124,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.9183559976696954,0.08164400233030454,0
778,43,-454,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9232563786627501,0.07674362133724988,0
5266,33,463,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9772764815274365,0.022723518472563452,0
19710,51,101,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8861818621088038,0.11381813789119623,0
24145,38,1101,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0.9709415312571427,0.029058468742857387,0
513,41,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0.9755291140608261,0.02447088593917387,0
24014,49,0,6,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9536257224569744,0.04637427754302563,0
32666,34,747,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.9754492290822405,0.024550770917759507,0
12545,34,46,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0.9884273803228929,0.011572619677107071,0
12854,31,-6,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0.9838416519145022,0.016158348085497713,0
39549,43,79,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.8730798270347745,0.12692017296522548,0
2282,40,570,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9854499595093132,0.01455004049068678,0
26625,39,4314,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9998888708330049,0.00011112916699502925,0
29322,83,6236,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9999790560555507,2.0943944449325908e-05,0
42807,26,338,1,92,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.1475909439169414,0.8524090560830586,1
13379,44,-948,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.8568149643161,0.14318503568389995,0
1304,38,904,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.9809095237787759,0.019090476221224055,0
4302,34,1484,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0.9960993312496188,0.0039006687503811894,0
27528,39,15,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.9639318561080776,0.03606814389192241,0
18157,53,2248,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9944849285674026,0.005515071432597446,0
35211,43,24,4,357,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.9708445446549305,0.02915545534506951,0
28471,26,826,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.812463981309812,0.18753601869018802,0
16347,36,14930,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.9999999999932105,6.789411202350104e-12,0
16176,50,-779,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0.8670819720209966,0.13291802797900337,0
40318,27,2731,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0.9950802301080236,0.00491976989197635,0
16265,53,291,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.9335367272336258,0.06646327276637419,0
35277,32,39,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.922480526789017,0.07751947321098292,0
45180,66,3409,2,27,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9949145568913196,0.005085443108680365,0
28662,32,-509,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.8500417871340286,0.14995821286597144,0
9447,59,1001,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.9806684518976162,0.01933154810238382,0
34239,28,672,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.8339586546516038,0.16604134534839626,0
11241,56,486,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9863148851149586,0.013685114885041424,0
39119,28,385,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.9018352914903309,0.0981647085096691,0
33618,35,1257,3,329,7,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9452614221789215,0.0547385778210785,0
25293,35,222,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9180305585414708,0.08196944145852927,0
29546,28,2700,4,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.996534999293396,0.003465000706604045,0
38967,34,363,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.9568496718762919,0.04315032812370813,0
10675,35,-281,15,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9804157619941665,0.019584238005833577,0
41372,21,557,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7790565357718233,0.22094346422817668,0
21741,43,0,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.9409631720104561,0.0590368279895439,0
26819,51,4712,2,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.9999069921258021,9.300787419780952e-05,0
9285,26,512,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.9867576925713658,0.013242307428634224,0
37098,59,61,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.8661736120331419,0.1338263879668581,0
33788,24,2022,4,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.9878945722779389,0.012105427722061132,0
31914,29,332,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.820079399071759,0.17992060092824105,0
20310,35,22,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8834868454639183,0.11651315453608166,0
43185,26,162,2,130,8,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0.8873405248084925,0.11265947519150751,0
5710,46,-171,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9853698914582899,0.014630108541710126,0
6228,41,-8,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.9750891037902647,0.024910896209735335,0
14395,33,0,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0.9327512336522613,0.06724876634773864,0
21350,33,602,6,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0.9659224510625561,0.03407754893744384,0
4432,38,736,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.9831460270334649,0.016853972966535135,0
31137,39,4101,2,264,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0.9991677238306995,0.0008322761693004624,0
24783,56,0,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7500917532991084,0.24990824670089165,0
