,y_true,train?,human_count_0,human_count_1,human_count_2,human_count_3,human_count_4,human_count_5,human_count_6,human_count_7,human_count_8,human_count_9,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,mean_rt,median_rt,std_rt,Median Reaction Time (s),actual,pred
3754,2.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.749508080858504e-07,5.69462542898691e-07,0.9999902248382568,8.002002687135246e-07,2.033112735944087e-07,9.877112461254e-07,4.322884706198239e-06,3.4282010119568445e-07,1.2209629858261906e-06,3.820883875960135e-07,1737.4901960784314,1536.0,797.7366576145042,1536.0,2,2
3755,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.545140879803512e-07,0.999927282333374,2.058449354080949e-06,8.298426905639643e-07,3.170358979787125e-07,1.3052892882114977e-06,2.4737792045925744e-06,7.790388849571174e-07,4.820990852749674e-06,5.9629110182868324e-05,1599.2745098039215,1352.0,800.8217798844229,1352.0,1,1
3756,5.0,0.0,0.0,0.0,0.0,7.0,0.0,42.0,0.0,0.0,0.0,0.0,1.8658320186659687e-06,0.00013702723663300276,9.864873572951184e-05,0.999744951725006,6.547825250891037e-07,3.5732207379624015e-06,9.917579518514684e-06,1.6685342529854094e-07,9.845835080568575e-08,3.1761821901454827e-06,2864.36,2269.0,1738.425111345065,2269.0,5,3
3757,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,5.596834398602368e-06,2.6335483198636207e-06,4.419731340021826e-06,1.3920797528044204e-06,1.1785255082941147e-05,3.987884724665491e-07,2.0958725599484747e-06,0.999969482421875,1.909983438963536e-06,2.579025704108062e-07,1559.28,1308.0,691.2949705636015,1308.0,7,7
3758,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1.4331304498682584e-07,7.308975682462916e-07,3.0190324196155416e-07,3.046036667342378e-08,2.4960007749541546e-07,1.4544604027832975e-06,3.286207572728017e-07,2.658520088516525e-07,0.9999957084655762,8.25378435820312e-07,1565.48,1355.0,696.5892778681108,1355.0,8,8
3759,3.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,6.637484943894377e-07,6.624959780765494e-08,4.62625528996341e-08,0.9999983310699464,9.694088198841657e-09,6.608916010009125e-07,2.0783788912126507e-08,2.2386688058873006e-08,5.059314744926269e-08,7.828804626797137e-08,1486.588235294117,1305.0,521.7220400355188,1305.0,3,3
3760,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,4.345426134477748e-07,8.129233037834638e-07,1.5700801441198562e-06,9.428623570784113e-08,8.286773578447537e-08,2.5090776034630835e-07,1.2839090857141855e-07,1.1463827149782446e-06,5.079905918137229e-07,0.9999949932098388,1610.4444444444446,1351.0,1140.3693322062281,1351.0,9,9
3761,1.0,0.0,6.0,39.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.000707685190718621,0.4029989540576935,0.001730729709379375,8.061895641731097e-05,0.00017596209363546222,0.00010752131493063644,2.143389247066807e-05,0.0004301597364246845,0.5931479334831238,0.0005990263889543713,2170.88,1701.0,1401.0833219698395,1701.0,1,8
3762,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.093427171232179e-05,0.999903678894043,2.1181880072163037e-07,2.946133690784336e-06,2.9538255148509047e-06,9.028290151036343e-06,1.0869002835534047e-06,3.4309477996430364e-06,6.940845196368174e-06,1.8814491340890527e-05,1688.3,1425.0,1067.6347929045812,1425.0,1,1
3763,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.324889677169267e-06,1.6853480246936667e-06,0.9999147653579712,5.286872328724712e-05,9.368849873681029e-07,3.684714101837017e-06,1.5105223610589746e-05,2.3258733108377783e-06,3.9605357216032644e-08,2.2299686008864225e-07,1582.3529411764707,1380.0,890.1550162422142,1380.0,2,2
3764,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.9493954823701642e-06,5.230494366514904e-07,1.3752153790846933e-05,3.8421396197918506e-07,2.074222265946446e-06,1.2109041563235225e-05,1.314921178163786e-06,0.9999655485153198,1.1531141126397415e-06,1.243451947630092e-06,1371.549019607843,1239.0,400.1525865829429,1239.0,7,7
3765,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,2.729438790538552e-07,2.052483125680737e-07,1.3256119473226136e-06,2.090701627821545e-06,2.5534250198688824e-06,0.00012565002543851728,0.999866247177124,4.80373728350969e-07,9.379650691698772e-07,1.6008478098683554e-07,1563.3653846153845,1308.5,743.55613548771,1308.5,6,6
3766,2.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001933618623297661,1.6902619393022178e-07,0.999805510044098,2.7185029694010165e-07,1.1607797034685063e-07,2.655878290624969e-07,4.3728039855750473e-08,1.9568041409456785e-07,4.57336888359805e-08,2.5372372647325392e-08,2515.0392156862745,1295.0,6996.151296136424,1295.0,2,2
3767,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.6005235011107288e-05,8.794886525720356e-06,1.646048986003734e-06,2.409143178283557e-07,6.6560482991917524e-06,2.076207920254092e-06,3.3488795452285562e-06,0.99996018409729,7.228928211588934e-07,3.5290807431920257e-07,1611.8490566037735,1424.0,691.1752643206412,1424.0,7,7
3768,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.103620995010715e-06,2.547104713812587e-06,0.9999284744262696,2.1683947124984115e-05,1.674873783485964e-05,1.3837060578225644e-05,9.386834790348075e-06,2.5396630007890053e-06,4.056874161051383e-07,2.2124235954379396e-07,1477.16,1259.0,804.7739538123075,1259.0,2,2
3769,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,5.4418187289684283e-08,4.6484791482726e-07,1.580802404532733e-07,9.262788807973267e-06,1.95081429410493e-06,0.9999855756759644,5.700152314602747e-07,1.3032346259933547e-06,7.78045929905602e-08,4.304523315568076e-07,2091.549019607843,1572.0,1725.2116196423613,1572.0,5,5
3770,2.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5448074918822385e-05,2.306737087565125e-06,0.07349205762147902,0.9242877364158628,0.0016069969860836866,0.0002699198084883392,0.0002887417213059962,2.8643718906096186e-05,7.659032803530863e-07,7.474732683476759e-06,1713.235294117647,1463.0,1112.832289039733,1463.0,2,3
3771,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,4.529971988631587e-07,1.0775250984806915e-06,8.749756261750008e-07,2.26100979716648e-07,1.2064942893630361e-05,0.00017474389460403472,5.257626867205546e-07,0.9998075366020204,1.9665540094138127e-06,5.341833571037569e-07,1889.9411764705883,1598.0,1017.7583880620135,1598.0,7,7
3772,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,1.3434631682684994e-06,1.1577892109926324e-05,0.00040871143573895097,2.6582715690892655e-06,2.798292007355485e-05,1.608164780009247e-06,0.9995404481887816,1.6063438579294598e-06,2.891338681365597e-06,1.2883587032774813e-06,1528.4901960784314,1372.0,654.2115979573894,1372.0,6,6
3773,5.0,0.0,0.0,0.0,0.0,1.0,0.0,48.0,0.0,0.0,1.0,0.0,3.932577783416491e-06,1.3073803302177112e-06,5.146385433363322e-07,1.3740852864430049e-06,1.4963851526772487e-06,0.9999868869781494,1.4924274864824836e-06,1.5394931551782065e-07,2.354416210437193e-06,4.325375471125881e-07,2133.62,1784.0,1211.543169950234,1784.0,5,5
3774,5.0,0.0,0.0,0.0,1.0,3.0,0.0,47.0,0.0,0.0,0.0,0.0,2.9570555852842517e-05,8.924447683966719e-06,3.531004040269181e-05,4.766380152432248e-05,7.882672434789129e-06,0.9992398023605348,0.0006208062986843287,6.304959697445156e-06,2.71444605459692e-06,1.0958248140013893e-06,2330.5882352941176,1916.0,1411.607001632828,1916.0,5,5
3775,5.0,0.0,0.0,0.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0005621066084131596,6.214148129402022e-07,0.004753729328513146,0.9246737360954284,0.002520465524867177,0.06744047999382019,2.696978299354669e-05,1.5606681699864566e-05,1.9277567844255827e-06,4.21848199039232e-06,2041.7692307692307,1718.5,1235.7256440124506,1718.5,5,3
3776,4.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,5.918047918385128e-07,7.077068175931345e-07,2.5557449134794297e-06,0.00011048201122321188,0.9998711347579956,2.006649083341472e-06,4.745040314446669e-06,1.8377591004536961e-06,4.3812315198010765e-06,1.5194667639661932e-06,1661.1754385964914,1522.0,619.0231106580933,1522.0,4,4
3777,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.067076275759973e-08,0.9999991655349731,1.1530175036966739e-08,7.695611969893434e-08,1.273827532344285e-08,1.5970744016158278e-07,8.048253619108435e-09,6.683499975679298e-08,8.617734081894922e-09,4.178383505859529e-07,1514.450980392157,1276.0,929.5477892766028,1276.0,1,1
3778,5.0,0.0,0.0,0.0,0.0,10.0,0.0,38.0,1.0,0.0,0.0,0.0,2.0432494238775693e-06,6.3547831814503306e-06,1.5409164916491136e-05,0.00013938191113993526,2.5261051632696763e-06,0.9997941851615906,6.0781294450862325e-06,2.772126390482299e-05,3.654605052361149e-06,2.6619834443408763e-06,2572.26,1995.0,1646.2699807102586,1995.0,5,5
3779,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.825031517910247e-06,1.761057660587539e-06,1.1326453659421531e-06,2.1828229819220728e-06,1.2815216905437408e-06,1.5194301568044466e-06,1.7942746808330414e-06,4.6555811650250684e-07,0.9999862909317015,1.6625264152025918e-06,1525.7843137254902,1399.0,419.6861357598313,1399.0,8,8
3780,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,5.105476361677574e-07,4.919422167404265e-07,3.899587227351731e-06,1.7201658693011268e-06,3.0575770324503537e-06,4.5427823351928964e-06,0.9999843835830688,7.081089847815747e-07,1.9253822358678008e-07,3.9899262560538773e-07,1648.04,1267.5,1411.4363788101016,1267.5,6,6
3781,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,0.0,7.225624472084745e-07,1.0882258720812388e-06,6.316622602753341e-07,3.93230493500596e-07,9.151575795840472e-06,5.241573035164038e-06,4.296204679121728e-06,0.9999780654907228,1.6598107777099358e-07,2.049557679129066e-07,1568.3653846153845,1347.5,714.5064395172473,1347.5,7,7
3782,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9840403183479793e-05,7.4670847425295506e-06,0.9998990297317504,3.7362777220550925e-05,9.833267540670931e-06,1.3281430710776476e-06,1.2635657185455784e-05,4.044361048727296e-06,3.541644446158898e-06,4.888373496214626e-06,1579.44,1454.0,510.37046008817185,1454.0,2,2
3783,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,1.1505595466587692e-05,1.9441354197624605e-06,0.00012293148029129952,1.2269281796761787e-05,6.800096912229492e-07,8.644924491818529e-06,1.7965127199204291e-06,0.9998395442962646,1.4433656758683355e-07,4.527172166035598e-07,1506.8113207547171,1401.0,526.3498783934128,1401.0,7,7
3784,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0471151654201094e-05,7.048297902656486e-06,3.614196248236112e-05,8.478438758174889e-06,5.912856067880058e-06,1.407470108460984e-06,1.5295437378881616e-06,3.04725881505874e-06,2.181720901717199e-06,0.9999237060546876,1583.56,1320.0,774.2248041408507,1320.0,9,9
3785,4.0,0.0,1.0,0.0,0.0,1.0,48.0,1.0,0.0,2.0,0.0,0.0,1.7279509165746276e-06,4.6646957230223046e-07,2.432747578495764e-06,1.895732566481456e-05,0.9999556541442872,1.3487379874277396e-05,1.1114012750113036e-06,4.285677277948706e-06,1.2114297760490444e-06,5.387537953538413e-07,2124.0188679245284,1878.0,981.8369066070073,1878.0,4,4
3786,1.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.171219529780501e-07,0.9999760389328004,1.6478553277465838e-07,1.9882265860360357e-06,6.332376187856428e-07,4.466446625883691e-06,8.076632980191789e-07,3.738292207344784e-06,9.489627927905531e-07,1.0826292964338787e-05,1476.2549019607845,1368.0,379.5921939733353,1368.0,1,1
3787,5.0,0.0,0.0,0.0,5.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,3.7428224004543154e-06,4.184269528195729e-06,8.037195584620349e-06,5.743212568631861e-06,1.465272271161666e-05,0.9999349117279052,6.10043252891046e-06,9.015588148031384e-06,1.215448537550401e-05,1.4611968026656539e-06,2515.1764705882347,2240.0,1336.2985400857453,2240.0,5,5
3788,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,7.36389165467699e-06,1.997733988901018e-06,4.280833309167065e-05,8.099311230580497e-07,3.91359662899049e-06,1.7944370483746752e-05,0.9999227523803712,1.3413674651019392e-06,7.683646572331781e-07,3.3106252317338663e-07,1855.54,1456.5,1223.5194503178618,1456.5,6,6
3789,3.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9930671341135175e-06,2.348221869397093e-06,7.778070539643522e-06,0.9999188184738159,6.9619454734493055e-06,2.8713468054775152e-05,1.6033049178076908e-05,1.8358950910624119e-06,1.1028027074644342e-05,5.11899202138011e-07,1328.9622641509434,1181.0,441.40575099352725,1181.0,3,3
3790,4.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,6.955726234991744e-07,1.4911637435943706e-07,9.759683052834593e-07,1.3000597043344442e-08,0.9999974966049194,1.9934143224986656e-08,2.349003409563011e-07,2.008413986231972e-07,9.717354743088435e-08,5.344461229128684e-08,1930.8431372549012,1624.0,998.9980054544457,1624.0,4,4
3791,3.0,0.0,0.0,0.0,1.0,46.0,0.0,1.0,1.0,1.0,1.0,0.0,3.748755989363417e-05,3.2168823963729665e-05,0.00030894219526089733,0.9962459206581116,1.987428368011024e-05,0.0021826568990945816,0.00029407782130874693,1.3914224837208167e-05,0.0008414643234573305,2.3427723135682754e-05,2899.078431372549,2366.0,1840.8117974756385,2366.0,3,3
3792,3.0,0.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,1.051251530270747e-07,2.469066942012432e-07,1.4385268976013776e-08,0.9999990463256836,3.7239171746250577e-08,1.3797476583476964e-07,2.0700062464129587e-07,8.970588538659285e-08,8.309646659654388e-08,2.204997429089417e-08,1937.235294117647,1590.0,1438.7058432943866,1590.0,3,3
3793,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.933464020316024e-05,2.5398830985068344e-05,1.1589854693738744e-06,5.530760518013267e-06,1.4125857887847817e-06,2.3545558178739157e-06,9.053300686900914e-07,1.6526271338079825e-06,5.863439582753929e-07,0.9999316930770874,1976.2307692307693,1587.5,1496.872342067437,1587.5,9,9
3794,2.0,0.0,0.0,0.0,47.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.643455931343851e-07,6.8250769480471255e-09,0.999736487865448,7.046034511404288e-07,1.0573226063570473e-06,0.0002607282949611545,2.886696677251166e-07,5.313302153808763e-07,1.4688711580390644e-08,1.0542962769477526e-07,1744.74,1566.0,801.2971832712053,1566.0,2,2
3795,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,7.389141387648124e-07,2.9380498745013037e-06,2.0532988855848093e-06,4.3224795831520174e-07,1.1326009371259715e-05,0.0015313316835090518,1.971117029597736e-07,0.9984428286552428,1.2920492054036006e-07,8.089911716524513e-06,2196.8627450980393,1614.0,1620.4175760538744,1614.0,7,7
3796,4.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,2.8821566957049072e-05,7.331636425078614e-06,5.36953939445084e-06,3.159866309943027e-06,0.9994118213653564,0.00033174004056490963,7.287819698831299e-07,0.00020514614880084991,1.0922392448264873e-06,4.824321877094916e-06,2101.0,1511.0,1809.5931863266946,1511.0,4,4
3797,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5.5154459914774625e-06,4.851676294492791e-06,1.1393727618269622e-05,2.1614248453261106e-06,1.8464663298800588e-05,1.0376160162195447e-06,6.191895636220579e-07,0.999936819076538,1.7863756511360407e-05,1.2416992376529379e-06,2076.576923076923,1632.5,1241.7743368948884,1632.5,7,7
3798,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.0,1.010052187666588e-06,9.780719665286595e-07,9.99546955426922e-07,2.009107049616432e-07,6.6738516579789575e-06,2.6060993718601816e-07,0.9999886751174928,3.919257949291932e-07,4.555471946332546e-07,4.585753003993887e-07,1390.48,1326.5,447.72236477349145,1326.5,6,6
3799,5.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.417469775333302e-05,2.676620397323859e-06,4.467136932362337e-06,2.1594054487650283e-05,7.817581717972644e-06,0.9999256134033204,4.9836276048154105e-06,1.6895286535145715e-05,9.245893579645781e-07,8.217799631893286e-07,1691.78,1611.5,595.8239121466294,1611.5,5,5
3800,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0,2.230033260275377e-06,1.9766835066548083e-06,8.263613722192532e-07,3.8069305219323724e-07,7.193653345893837e-06,3.960335561714601e-06,3.1529339139524376e-07,0.99998140335083,1.3427759313344723e-06,4.276876381936745e-07,1523.9285714285709,1364.0,551.3882927217891,1364.0,7,7
3801,3.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,6.936802492418792e-07,8.980802590485838e-07,2.2773038210743842e-07,0.9999920129776,2.438422939121665e-07,1.2151210739830276e-06,1.3431193792712293e-06,3.2154790119420795e-07,2.704376811379916e-06,3.249422206863528e-07,1531.0363636363636,1226.0,834.7505718307217,1226.0,3,3
3802,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998579025268556,1.283061192225432e-05,1.1790965800173579e-05,7.445325081789633e-06,4.869709300692193e-06,9.19224930839846e-06,2.584890125945094e-06,7.185936738096643e-06,8.030122262425722e-05,5.779752882517641e-06,1785.2592592592596,1527.0,903.7678192650276,1527.0,0,0
3803,5.0,0.0,0.0,0.0,0.0,2.0,0.0,48.0,0.0,0.0,0.0,0.0,9.770775250217412e-06,3.670586374937557e-05,5.398900157160824e-06,0.04268847778439522,0.005285133607685566,0.9230152368545532,0.028923252597451213,1.230892121384386e-05,4.367203473520931e-06,1.9362803868716586e-05,1925.48,1586.5,1239.020519011131,1586.5,5,5
3804,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,4.285513114155037e-06,1.240990627593419e-06,1.9609839000622745e-05,3.2220912089542253e-06,1.03734300864744e-05,1.6682504792697728e-05,0.9999392032623292,3.901516265614191e-06,4.065620373694401e-07,1.022542505779711e-06,1811.9038461538464,1202.5,2775.688469689859,1202.5,6,6
3805,1.0,0.0,0.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.063367444156029e-07,0.9999991655349731,3.790136560155588e-08,1.689340365373937e-07,4.912569906423414e-09,7.046067196370133e-08,6.741018410139076e-09,6.480934899855129e-08,5.922266677060861e-09,7.188068451569053e-08,1385.0,1291.0,532.4497582852671,1291.0,1,1
3806,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,4.743093029446754e-08,3.123132898963377e-07,1.1371037800245175e-07,1.0428065166934175e-07,2.0938368550105227e-07,5.202092552281101e-07,4.24978196633674e-07,2.1451613463341343e-07,0.9999976158142092,4.029891158552345e-07,2664.02,1381.5,7852.197925733785,1381.5,8,8
3807,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,2.7201602279092185e-05,1.3511859833670316e-05,3.3540534332132665e-06,8.226472709793597e-05,1.6727381080272608e-05,2.125168794009369e-05,0.999831199645996,4.001857632829342e-06,2.830075800375198e-07,2.015220559314912e-07,1575.0,1308.0,922.9253924342964,1308.0,6,6
3808,5.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,2.1121420559211397e-06,5.132680144015467e-06,1.1924322507184117e-06,3.037254646187648e-05,2.803270263029844e-06,0.9999536275863647,5.724789957639587e-07,2.763193606369896e-06,2.6339847636336344e-07,1.208447997669282e-06,1920.8461538461536,1478.5,1158.5337992922625,1478.5,5,5
3809,0.0,0.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998435974121094,1.120114939112682e-05,2.2237323719309643e-05,5.267329925118247e-06,1.5871713912929408e-05,6.3206998675013875e-06,2.433202098472975e-05,7.907975486887152e-06,4.705401443061419e-05,1.615733708604239e-05,1651.36,1479.5,604.5194333568793,1479.5,0,0
3810,3.0,0.0,0.0,0.0,0.0,46.0,0.0,3.0,1.0,1.0,0.0,0.0,8.481657459924463e-06,1.827862888603704e-06,3.497598015655967e-07,0.9999791383743286,6.071538791729836e-07,1.5087658766788081e-06,6.115620635682717e-06,6.544794928231569e-07,7.776733355058241e-07,5.856682037119754e-07,1907.7692307692307,1730.0,783.4666206682692,1730.0,3,3
3811,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,4.646016350307036e-06,1.2740358670271237e-06,1.2291819757592748e-06,1.7581722033810365e-07,2.0365182251680375e-07,8.947060905484249e-07,6.013140136928996e-07,8.009797056729441e-07,0.9999891519546508,1.0644459962350084e-06,1755.2692307692307,1557.0,924.3470427849484,1557.0,8,8
3812,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,2.3092870549135114e-07,6.797250762247131e-07,2.52708696280024e-06,2.195778506575153e-06,1.3745524256592034e-06,1.6027809124352643e-06,0.9999864101409912,2.9417337827908337e-06,1.0059893611469306e-06,1.0838496109499829e-06,1476.2549019607845,1327.0,540.9135547622099,1327.0,6,6
3813,0.0,0.0,51.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.999984860420227,2.8825509161833907e-06,2.1832802303833887e-06,4.309288783588272e-07,5.359923420655832e-07,1.5037338698675742e-06,4.578750576911261e-06,6.741925631104095e-07,1.6111122249640175e-06,7.301184723473855e-07,1675.611111111111,1426.5,805.2118065820442,1426.5,0,0
3814,2.0,0.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.202249321380805e-07,8.194691645257991e-07,0.9999001026153564,1.576414615556132e-05,4.595227801473811e-05,6.844808922323864e-06,1.4622479284298605e-05,1.2890959624201061e-05,1.1291463124507573e-06,1.0495313063074718e-06,2813.98,1697.5,3679.4228334545815,1697.5,2,2
3815,5.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,1.5182004631242307e-07,4.208255859339261e-07,6.245694521567202e-07,1.698661208138219e-06,2.7208234314457518e-06,0.9999762773513794,2.158255711037782e-06,1.5753746993141252e-05,1.899327486398761e-07,5.5136485599405205e-08,1776.8,1501.0,1261.8527518482256,1501.0,5,5
3816,5.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,0.0,5.471418262459338e-05,7.780684427416418e-06,8.529777915100567e-06,3.143823778373189e-05,3.1378840503748506e-05,0.9998210072517396,3.9088146877475076e-05,2.3969382709765337e-06,2.6950815481541213e-06,1.0189902468482614e-06,1507.4038461538462,1401.5,481.6712840384717,1401.5,5,5
3817,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999920129776,9.192337984131882e-07,9.390972763867468e-07,1.152888444266864e-06,1.0245859130009194e-06,2.55039481089625e-06,2.3011878624856768e-07,4.031502953694144e-07,1.7650347672315547e-07,5.420656066235097e-07,1853.0185185185185,1554.0,878.9269291701132,1554.0,0,0
3818,2.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.221327576990006e-06,9.259412649953449e-07,0.9987467527389526,1.601126314199064e-05,8.75870136951562e-06,0.0009388555190525947,3.818256573140388e-06,6.6176849031762686e-06,0.0002719762269407511,4.032513970742002e-06,1722.0588235294117,1461.0,797.7268307325438,1461.0,2,2
3819,3.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5171515833098965e-07,2.899590754168457e-07,1.0138021480088355e-06,0.9999855756759644,8.472387662550319e-07,1.0249580554955173e-05,5.294669449540379e-07,6.655401421085114e-07,2.4062006787062273e-07,1.639628663951953e-07,1455.8235294117646,1334.0,587.2360242996797,1334.0,3,3
3820,5.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,1.0662880413292442e-05,1.37394663397572e-05,5.060508556198329e-05,0.000121214245154988,8.18041280581383e-06,0.99971204996109,2.4895311071304604e-05,2.1283916794345714e-05,3.055076012969949e-05,6.809362730564318e-06,1613.4807692307693,1546.5,533.5355801717451,1546.5,5,5
3821,3.0,0.0,0.0,0.0,0.0,52.0,0.0,2.0,0.0,0.0,0.0,0.0,3.102593026937939e-08,2.7732273366609658e-08,3.923085387214087e-06,0.999975323677063,9.232778211298863e-06,1.3243451348898816e-06,7.587958407384576e-06,2.167587581425323e-06,3.146244509366625e-08,3.228145430966833e-07,1842.055555555556,1594.0,1502.5218727151434,1594.0,3,3
3822,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,4.2378342186566425e-06,7.629157153132837e-06,1.3171985301596578e-05,3.6856724250355905e-07,7.946962796268053e-06,1.5882000070632785e-06,2.464790895828628e-06,0.9999607801437378,1.4511716699416866e-06,3.224517115540948e-07,1584.1372549019613,1472.0,538.252023483715,1472.0,7,7
3823,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,6.742138225490635e-08,4.967528752786166e-07,1.5605924374995086e-07,2.468715365466778e-07,5.252562687019235e-07,8.526224064553387e-07,4.756468285904703e-07,9.339773043848254e-08,0.9999969005584716,1.7575688104898288e-07,1407.9215686274508,1336.0,389.34754876008935,1336.0,8,8
3824,4.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,3.0,0.0,0.0,2.280060698467423e-06,1.982094318009331e-06,9.049988989318079e-07,1.448617013011244e-07,0.9999759197235109,1.4375495084095746e-05,1.561310682518524e-06,1.8048070842269226e-06,7.969437660904076e-07,1.7133120877588223e-07,2008.7884615384608,1691.0,1042.3914498719826,1691.0,4,4
3825,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,1.8377506876277043e-06,8.606918413534004e-07,1.7868729855763375e-06,3.40752848160264e-08,7.104786163836252e-06,2.539361787512462e-07,6.040515643235267e-08,5.699684152205009e-06,0.999970555305481,1.1814806384791154e-05,2456.2,1563.5,3523.757832954206,1563.5,8,8
